state_num,pew_bornagain,commonweight,state,state_name,population_total,year
26,2,3.64967053961725,MI,MICHIGAN,10034113,2022
25,1,0.780430545629899,MA,MASSACHUSETTS,6981974,2022
42,2,0.891554991040227,PA,PENNSYLVANIA,12972008,2022
09,2,1.10359831753329,CT,CONNECTICUT,3626205,2022
24,2,0.542923302597207,MD,MARYLAND,6164660,2022
33,2,0.114487151519641,NH,NEW HAMPSHIRE,1395231,2022
13,1,0.899044997092196,GA,GEORGIA,10912876,2022
48,2,0.633318618543433,TX,TEXAS,30029572,2022
42,2,0.900071057244166,PA,PENNSYLVANIA,12972008,2022
37,2,0.724990257262142,NC,NORTH CAROLINA,10698973,2022
22,1,1.56780905344031,LA,LOUISIANA,4590241,2022
45,2,0.146490483951894,SC,SOUTH CAROLINA,5282634,2022
13,1,1.37970058462303,GA,GEORGIA,10912876,2022
53,2,0.562305909032912,WA,WASHINGTON,7785786,2022
23,2,0.594431688309176,ME,MAINE,1385340,2022
51,1,0.93302043536334,VA,VIRGINIA,8683619,2022
18,1,0.978724015297141,IN,INDIANA,6833037,2022
06,2,4.9032630028366,CA,CALIFORNIA,39029342,2022
51,1,1.46660519382008,VA,VIRGINIA,8683619,2022
18,2,0.229976515693399,IN,INDIANA,6833037,2022
06,2,1.22631272478392,CA,CALIFORNIA,39029342,2022
21,2,0.182499068557034,KY,KENTUCKY,4512310,2022
42,2,1.04165376844269,PA,PENNSYLVANIA,12972008,2022
36,2,1.4222921145161,NY,NEW YORK,19677151,2022
41,1,1.53503055821397,OR,OREGON,4240137,2022
48,2,0.338204706645194,TX,TEXAS,30029572,2022
36,2,1.09683949999135,NY,NEW YORK,19677151,2022
05,1,2.3351458479275,AR,ARKANSAS,3045637,2022
08,2,1.2285795415967,CO,COLORADO,5839926,2022
42,2,1.04165376844269,PA,PENNSYLVANIA,12972008,2022
12,2,0.62828668788508,FL,FLORIDA,22244823,2022
53,2,1.15035926815553,WA,WASHINGTON,7785786,2022
06,2,0.905338717935425,CA,CALIFORNIA,39029342,2022
53,2,2.10676855831979,WA,WASHINGTON,7785786,2022
06,2,0.671452807604091,CA,CALIFORNIA,39029342,2022
53,2,1.00562356016671,WA,WASHINGTON,7785786,2022
36,2,1.19172718265376,NY,NEW YORK,19677151,2022
37,2,0.0675500264572453,NC,NORTH CAROLINA,10698973,2022
46,1,1.09987161156337,SD,SOUTH DAKOTA,909824,2022
36,2,0.849331128065222,NY,NEW YORK,19677151,2022
26,2,0.582828757746351,MI,MICHIGAN,10034113,2022
47,1,0.421369608550141,TN,TENNESSEE,7051339,2022
47,2,0.291840262878868,TN,TENNESSEE,7051339,2022
31,2,0.734022225284589,NE,NEBRASKA,1967923,2022
04,1,1.47474299713904,AZ,ARIZONA,7359197,2022
13,1,0.907888440393352,GA,GEORGIA,10912876,2022
48,2,0.612149336359184,TX,TEXAS,30029572,2022
49,2,0.893019602432557,UT,UTAH,3380800,2022
05,1,0.282756832888311,AR,ARKANSAS,3045637,2022
08,1,0.575899524091887,CO,COLORADO,5839926,2022
21,1,0.993021052118263,KY,KENTUCKY,4512310,2022
04,2,0.602571735544876,AZ,ARIZONA,7359197,2022
12,2,0.62828668788508,FL,FLORIDA,22244823,2022
42,2,1.15199360798143,PA,PENNSYLVANIA,12972008,2022
48,2,0.590480768287943,TX,TEXAS,30029572,2022
39,2,0.263404678186202,OH,OHIO,11756058,2022
47,2,0.272010463697259,TN,TENNESSEE,7051339,2022
24,2,0.874698589842957,MD,MARYLAND,6164660,2022
37,2,0.680280977455904,NC,NORTH CAROLINA,10698973,2022
47,2,0.572025187224189,TN,TENNESSEE,7051339,2022
48,2,0.161519817157309,TX,TEXAS,30029572,2022
22,2,0.900175518537936,LA,LOUISIANA,4590241,2022
26,2,1.05994591240418,MI,MICHIGAN,10034113,2022
31,2,1.07060404771463,NE,NEBRASKA,1967923,2022
20,1,1.41153920147985,KS,KANSAS,2937150,2022
24,2,0.602011983533405,MD,MARYLAND,6164660,2022
13,2,2.33621069976338,GA,GEORGIA,10912876,2022
45,1,0.464190443203024,SC,SOUTH CAROLINA,5282634,2022
27,2,0.622584228578867,MN,MINNESOTA,5717184,2022
49,1,1.57259811905586,UT,UTAH,3380800,2022
55,1,1.12528991672555,WI,WISCONSIN,5892539,2022
48,2,0.334082179398555,TX,TEXAS,30029572,2022
09,2,1.43117049407354,CT,CONNECTICUT,3626205,2022
24,2,5.30566242173078,MD,MARYLAND,6164660,2022
06,2,0.935422581349505,CA,CALIFORNIA,39029342,2022
48,1,0.572706293049119,TX,TEXAS,30029572,2022
54,1,0.529387203057407,WV,WEST VIRGINIA,1775156,2022
30,2,0.588686111327114,MT,MONTANA,1122867,2022
40,2,0.736446480664745,OK,OKLAHOMA,4019800,2022
16,2,1.21566821398756,ID,IDAHO,1939033,2022
19,2,0.471547397273079,IA,IOWA,3200517,2022
06,2,1.48464755317521,CA,CALIFORNIA,39029342,2022
17,2,0.950702428379597,IL,ILLINOIS,12582032,2022
18,2,0.491018664412759,IN,INDIANA,6833037,2022
37,2,0.727055463646518,NC,NORTH CAROLINA,10698973,2022
37,1,0.96764930971294,NC,NORTH CAROLINA,10698973,2022
41,2,2.43924753817217,OR,OREGON,4240137,2022
36,2,0.424935970981432,NY,NEW YORK,19677151,2022
12,2,0.243350267729379,FL,FLORIDA,22244823,2022
37,2,0.502096953247701,NC,NORTH CAROLINA,10698973,2022
48,1,0.439188566828561,TX,TEXAS,30029572,2022
05,1,0.0146949238943572,AR,ARKANSAS,3045637,2022
45,2,0.405360184749371,SC,SOUTH CAROLINA,5282634,2022
06,2,0.605965330161286,CA,CALIFORNIA,39029342,2022
12,2,0.484508746176222,FL,FLORIDA,22244823,2022
08,2,3.08954080245452,CO,COLORADO,5839926,2022
25,2,2.40878828884102,MA,MASSACHUSETTS,6981974,2022
37,1,0.438722538641332,NC,NORTH CAROLINA,10698973,2022
26,2,0.678079127259691,MI,MICHIGAN,10034113,2022
25,2,0.504861925017565,MA,MASSACHUSETTS,6981974,2022
26,2,0.447960616323014,MI,MICHIGAN,10034113,2022
06,2,0.729290009114452,CA,CALIFORNIA,39029342,2022
18,1,1.14953132225957,IN,INDIANA,6833037,2022
08,2,0.692186752919302,CO,COLORADO,5839926,2022
48,2,0.495458646921176,TX,TEXAS,30029572,2022
04,2,0.425467371768308,AZ,ARIZONA,7359197,2022
34,2,1.49665410028468,NJ,NEW JERSEY,9261699,2022
42,2,0.67157685024591,PA,PENNSYLVANIA,12972008,2022
12,1,0.937816765848781,FL,FLORIDA,22244823,2022
12,2,1.4551375641298,FL,FLORIDA,22244823,2022
39,2,0.581866693623111,OH,OHIO,11756058,2022
51,2,0.413400286068739,VA,VIRGINIA,8683619,2022
13,2,1.04698624923847,GA,GEORGIA,10912876,2022
42,2,0.482228168385569,PA,PENNSYLVANIA,12972008,2022
05,2,0.329423100903775,AR,ARKANSAS,3045637,2022
51,2,0.323133873146642,VA,VIRGINIA,8683619,2022
55,2,1.09381609805269,WI,WISCONSIN,5892539,2022
47,2,0.585639336239203,TN,TENNESSEE,7051339,2022
18,2,0.518589905107731,IN,INDIANA,6833037,2022
42,1,1.46396477308506,PA,PENNSYLVANIA,12972008,2022
35,2,0.352941365261585,NM,NEW MEXICO,2113344,2022
51,2,0.367073501855289,VA,VIRGINIA,8683619,2022
24,2,1.06245656106443,MD,MARYLAND,6164660,2022
25,2,0.997236408879954,MA,MASSACHUSETTS,6981974,2022
26,2,0.341548640560685,MI,MICHIGAN,10034113,2022
37,1,1.23557542452611,NC,NORTH CAROLINA,10698973,2022
48,1,0.188890003351503,TX,TEXAS,30029572,2022
25,2,0.426022730204459,MA,MASSACHUSETTS,6981974,2022
12,2,0.944408435224339,FL,FLORIDA,22244823,2022
29,2,3.00532855496764,MO,MISSOURI,6177957,2022
26,2,0.787384763817672,MI,MICHIGAN,10034113,2022
06,2,0.613204132789873,CA,CALIFORNIA,39029342,2022
40,2,0.346839480181937,OK,OKLAHOMA,4019800,2022
20,2,0.538414379345946,KS,KANSAS,2937150,2022
39,2,3.48452041438611,OH,OHIO,11756058,2022
19,2,3.59384976832566,IA,IOWA,3200517,2022
06,2,0.138611796932419,CA,CALIFORNIA,39029342,2022
36,1,0.46259893578422,NY,NEW YORK,19677151,2022
06,2,0.569076829250999,CA,CALIFORNIA,39029342,2022
12,1,1.14523408083899,FL,FLORIDA,22244823,2022
17,2,1.01926531382811,IL,ILLINOIS,12582032,2022
04,2,0.651395245261524,AZ,ARIZONA,7359197,2022
53,2,0.960796840327492,WA,WASHINGTON,7785786,2022
54,1,0.211802808795702,WV,WEST VIRGINIA,1775156,2022
53,2,0.960796840327492,WA,WASHINGTON,7785786,2022
53,2,0.960796840327492,WA,WASHINGTON,7785786,2022
41,1,1.83253818698748,OR,OREGON,4240137,2022
48,1,0.529092654952123,TX,TEXAS,30029572,2022
48,2,0.504642661179908,TX,TEXAS,30029572,2022
28,1,1.65915574726103,MS,MISSISSIPPI,2940057,2022
55,1,0.202619549452238,WI,WISCONSIN,5892539,2022
26,1,1.11656373113983,MI,MICHIGAN,10034113,2022
29,1,1.63008585918674,MO,MISSOURI,6177957,2022
12,2,0.668475112846199,FL,FLORIDA,22244823,2022
53,2,0.924017253357233,WA,WASHINGTON,7785786,2022
48,2,0.946283447783068,TX,TEXAS,30029572,2022
18,2,0.686988416170541,IN,INDIANA,6833037,2022
12,2,0.392534402012918,FL,FLORIDA,22244823,2022
12,2,0.251877743415581,FL,FLORIDA,22244823,2022
39,1,1.27234059276456,OH,OHIO,11756058,2022
26,2,0.455695728452754,MI,MICHIGAN,10034113,2022
06,1,0.353325108530641,CA,CALIFORNIA,39029342,2022
09,2,0.239158780786732,CT,CONNECTICUT,3626205,2022
06,1,0.536524241986122,CA,CALIFORNIA,39029342,2022
36,2,0.700828247880355,NY,NEW YORK,19677151,2022
44,2,2.46459062403036,RI,RHODE ISLAND,1093734,2022
39,2,0.691032918222033,OH,OHIO,11756058,2022
48,2,1.35595318954924,TX,TEXAS,30029572,2022
12,2,0.230623785294361,FL,FLORIDA,22244823,2022
40,1,0.701556196286254,OK,OKLAHOMA,4019800,2022
29,1,1.58496465880105,MO,MISSOURI,6177957,2022
06,1,2.94546712690615,CA,CALIFORNIA,39029342,2022
05,2,0.432880828531119,AR,ARKANSAS,3045637,2022
04,2,0.529500548821668,AZ,ARIZONA,7359197,2022
12,2,1.15220896213398,FL,FLORIDA,22244823,2022
41,2,0.696253128300695,OR,OREGON,4240137,2022
42,2,0.443176266403669,PA,PENNSYLVANIA,12972008,2022
48,1,1.6140981750233,TX,TEXAS,30029572,2022
32,2,0.695057123061551,NV,NEVADA,3177772,2022
30,2,0.249647730476041,MT,MONTANA,1122867,2022
06,2,3.92627390041949,CA,CALIFORNIA,39029342,2022
45,2,0.457956950555334,SC,SOUTH CAROLINA,5282634,2022
28,2,0.138767150635846,MS,MISSISSIPPI,2940057,2022
05,1,1.75421419868732,AR,ARKANSAS,3045637,2022
19,2,0.52942456212711,IA,IOWA,3200517,2022
36,2,0.544385975455958,NY,NEW YORK,19677151,2022
42,2,1.3460223685282,PA,PENNSYLVANIA,12972008,2022
34,2,1.17080600132449,NJ,NEW JERSEY,9261699,2022
18,2,0.522212370993905,IN,INDIANA,6833037,2022
05,2,0.432880828531119,AR,ARKANSAS,3045637,2022
49,2,0.100264551167399,UT,UTAH,3380800,2022
47,1,1.92766061068414,TN,TENNESSEE,7051339,2022
53,2,0.813019656511816,WA,WASHINGTON,7785786,2022
08,2,0.640305567180939,CO,COLORADO,5839926,2022
51,2,0.922281047562869,VA,VIRGINIA,8683619,2022
42,2,0.674737752070847,PA,PENNSYLVANIA,12972008,2022
31,2,0.610825746723834,NE,NEBRASKA,1967923,2022
26,2,0.214820546050012,MI,MICHIGAN,10034113,2022
51,1,1.46864081042292,VA,VIRGINIA,8683619,2022
40,2,0.111686313325873,OK,OKLAHOMA,4019800,2022
35,1,0.304867170379358,NM,NEW MEXICO,2113344,2022
47,1,0.902359730340208,TN,TENNESSEE,7051339,2022
25,2,0.57526885754064,MA,MASSACHUSETTS,6981974,2022
42,1,1.28258022181996,PA,PENNSYLVANIA,12972008,2022
44,2,0.811827742889762,RI,RHODE ISLAND,1093734,2022
06,2,1.18234667017285,CA,CALIFORNIA,39029342,2022
20,1,0.184811745408353,KS,KANSAS,2937150,2022
36,2,0.424264837499028,NY,NEW YORK,19677151,2022
12,1,0.866766415244151,FL,FLORIDA,22244823,2022
12,2,0.255468856394113,FL,FLORIDA,22244823,2022
12,2,0.328949027983298,FL,FLORIDA,22244823,2022
05,1,0.623987607341563,AR,ARKANSAS,3045637,2022
08,2,0.753955951606775,CO,COLORADO,5839926,2022
48,2,1.2957574076254,TX,TEXAS,30029572,2022
11,1,0.490414521981735,,,,
06,2,0.609783162774254,CA,CALIFORNIA,39029342,2022
06,2,0.760897770026653,CA,CALIFORNIA,39029342,2022
39,2,0.21134941566405,OH,OHIO,11756058,2022
53,2,0.413860245309277,WA,WASHINGTON,7785786,2022
48,2,0.55110830091664,TX,TEXAS,30029572,2022
12,2,0.315037330096537,FL,FLORIDA,22244823,2022
34,2,0.230197332565266,NJ,NEW JERSEY,9261699,2022
36,2,0.585965962956765,NY,NEW YORK,19677151,2022
23,2,0.578710526705038,ME,MAINE,1385340,2022
13,2,0.683692930073524,GA,GEORGIA,10912876,2022
41,2,0.960118155335835,OR,OREGON,4240137,2022
55,2,0.906555374044316,WI,WISCONSIN,5892539,2022
34,2,0.411045109370976,NJ,NEW JERSEY,9261699,2022
06,2,0.848809086358372,CA,CALIFORNIA,39029342,2022
29,1,0.935874371452143,MO,MISSOURI,6177957,2022
30,1,2.22191923403245,MT,MONTANA,1122867,2022
39,2,1.81175492437717,OH,OHIO,11756058,2022
41,1,0.23519591161715,OR,OREGON,4240137,2022
06,2,2.90633433677776,CA,CALIFORNIA,39029342,2022
32,2,1.09381972406329,NV,NEVADA,3177772,2022
36,1,1.26321100360768,NY,NEW YORK,19677151,2022
27,2,0.255328364138258,MN,MINNESOTA,5717184,2022
04,2,0.131053809588136,AZ,ARIZONA,7359197,2022
48,2,1.01413020619712,TX,TEXAS,30029572,2022
13,2,0.293744881152779,GA,GEORGIA,10912876,2022
06,2,0.0958885537158376,CA,CALIFORNIA,39029342,2022
36,2,0.585965962956765,NY,NEW YORK,19677151,2022
17,2,0.868758262922197,IL,ILLINOIS,12582032,2022
47,2,0.772374810564319,TN,TENNESSEE,7051339,2022
13,1,0.188558233331093,GA,GEORGIA,10912876,2022
02,2,0.688600883295545,AK,ALASKA,733583,2022
06,2,1.35967101650884,CA,CALIFORNIA,39029342,2022
09,2,1.10466433972918,CT,CONNECTICUT,3626205,2022
48,2,0.203031819075485,TX,TEXAS,30029572,2022
06,1,1.01269055628248,CA,CALIFORNIA,39029342,2022
19,1,1.18934527699522,IA,IOWA,3200517,2022
40,1,1.91522169168969,OK,OKLAHOMA,4019800,2022
01,2,0.550088710322671,AL,ALABAMA,5074296,2022
48,1,0.221282176151355,TX,TEXAS,30029572,2022
37,2,0.564476343826844,NC,NORTH CAROLINA,10698973,2022
36,2,2.54305131967034,NY,NEW YORK,19677151,2022
22,1,0.525237982139698,LA,LOUISIANA,4590241,2022
42,1,1.19634870555176,PA,PENNSYLVANIA,12972008,2022
48,1,1.6140981750233,TX,TEXAS,30029572,2022
12,2,1.56086782576457,FL,FLORIDA,22244823,2022
20,1,1.32195941037325,KS,KANSAS,2937150,2022
04,2,0.952654405775612,AZ,ARIZONA,7359197,2022
33,1,0.283054121848007,NH,NEW HAMPSHIRE,1395231,2022
06,1,4.1007439409824,CA,CALIFORNIA,39029342,2022
04,2,0.644378625534343,AZ,ARIZONA,7359197,2022
36,2,0.87738405392167,NY,NEW YORK,19677151,2022
41,2,0.594942468990742,OR,OREGON,4240137,2022
17,2,0.721902318493997,IL,ILLINOIS,12582032,2022
26,2,0.214820546050012,MI,MICHIGAN,10034113,2022
12,2,0.190167865195435,FL,FLORIDA,22244823,2022
06,2,0.442438551343287,CA,CALIFORNIA,39029342,2022
20,2,0.770360590943026,KS,KANSAS,2937150,2022
47,1,2.92934588184101,TN,TENNESSEE,7051339,2022
51,2,0.701234893352704,VA,VIRGINIA,8683619,2022
48,1,2.09846112653212,TX,TEXAS,30029572,2022
47,1,0.150710954860183,TN,TENNESSEE,7051339,2022
53,2,4.25621491343306,WA,WASHINGTON,7785786,2022
31,2,0.8885158815477,NE,NEBRASKA,1967923,2022
35,1,1.87635689968068,NM,NEW MEXICO,2113344,2022
05,1,0.0303956783393015,AR,ARKANSAS,3045637,2022
47,1,0.728403579773118,TN,TENNESSEE,7051339,2022
25,1,0.452348052159512,MA,MASSACHUSETTS,6981974,2022
21,1,1.99724295390357,KY,KENTUCKY,4512310,2022
37,2,0.735963118647873,NC,NORTH CAROLINA,10698973,2022
51,1,1.47156427303914,VA,VIRGINIA,8683619,2022
17,2,1.8345557773142,IL,ILLINOIS,12582032,2022
48,2,0.773096417491207,TX,TEXAS,30029572,2022
01,1,1.95206217825682,AL,ALABAMA,5074296,2022
41,1,0.751787282584837,OR,OREGON,4240137,2022
27,2,0.622584228578867,MN,MINNESOTA,5717184,2022
49,2,0.148549296866258,UT,UTAH,3380800,2022
29,1,0.798142954891803,MO,MISSOURI,6177957,2022
05,2,0.550991255579168,AR,ARKANSAS,3045637,2022
36,2,1.39767738230677,NY,NEW YORK,19677151,2022
30,2,0.923367510039095,MT,MONTANA,1122867,2022
32,2,1.353166779791,NV,NEVADA,3177772,2022
13,1,0.921502642802327,GA,GEORGIA,10912876,2022
42,1,0.931545062940375,PA,PENNSYLVANIA,12972008,2022
39,2,1.29267231682266,OH,OHIO,11756058,2022
47,1,0.542976199965806,TN,TENNESSEE,7051339,2022
13,1,0.370009714622649,GA,GEORGIA,10912876,2022
21,1,1.41761751646526,KY,KENTUCKY,4512310,2022
48,1,1.18393082805452,TX,TEXAS,30029572,2022
42,2,0.76611735484357,PA,PENNSYLVANIA,12972008,2022
39,1,3.1109656621557,OH,OHIO,11756058,2022
29,2,1.27969066474988,MO,MISSOURI,6177957,2022
47,2,1.26667072180372,TN,TENNESSEE,7051339,2022
34,2,0.50679657149282,NJ,NEW JERSEY,9261699,2022
40,2,0.801099563899548,OK,OKLAHOMA,4019800,2022
42,2,4.27541254256506,PA,PENNSYLVANIA,12972008,2022
06,2,0.753558426443411,CA,CALIFORNIA,39029342,2022
18,2,0.453133748094034,IN,INDIANA,6833037,2022
09,2,1.29288065998386,CT,CONNECTICUT,3626205,2022
27,2,0.552792080527973,MN,MINNESOTA,5717184,2022
39,2,0.662076125880955,OH,OHIO,11756058,2022
29,2,0.641639098071608,MO,MISSOURI,6177957,2022
21,2,0.409431924530193,KY,KENTUCKY,4512310,2022
12,1,0.452621368305324,FL,FLORIDA,22244823,2022
18,2,0.168472053776702,IN,INDIANA,6833037,2022
39,2,0.497840839035445,OH,OHIO,11756058,2022
42,2,1.21889444411442,PA,PENNSYLVANIA,12972008,2022
36,2,3.64512545990415,NY,NEW YORK,19677151,2022
48,2,0.428033566818345,TX,TEXAS,30029572,2022
19,2,0.499461775947696,IA,IOWA,3200517,2022
51,2,0.729437671579204,VA,VIRGINIA,8683619,2022
37,1,0.913239914754482,NC,NORTH CAROLINA,10698973,2022
34,1,1.13834468972103,NJ,NEW JERSEY,9261699,2022
39,2,0.932260157601045,OH,OHIO,11756058,2022
42,2,0.76611735484357,PA,PENNSYLVANIA,12972008,2022
42,1,0.994794399995737,PA,PENNSYLVANIA,12972008,2022
42,2,1.76215367794335,PA,PENNSYLVANIA,12972008,2022
12,2,0.22116019390032,FL,FLORIDA,22244823,2022
48,2,1.17406623762778,TX,TEXAS,30029572,2022
36,2,1.23135726589936,NY,NEW YORK,19677151,2022
15,2,0.451401370794069,HI,HAWAII,1440196,2022
51,2,0.701234893352704,VA,VIRGINIA,8683619,2022
36,2,0.471767213116598,NY,NEW YORK,19677151,2022
42,1,1.28258022181996,PA,PENNSYLVANIA,12972008,2022
53,2,0.320650793186907,WA,WASHINGTON,7785786,2022
24,2,0.598028453994379,MD,MARYLAND,6164660,2022
06,2,1.32058528923472,CA,CALIFORNIA,39029342,2022
42,2,0.783855893837054,PA,PENNSYLVANIA,12972008,2022
41,1,1.86719545304149,OR,OREGON,4240137,2022
55,2,1.10070139770481,WI,WISCONSIN,5892539,2022
29,2,0.696654018314099,MO,MISSOURI,6177957,2022
17,2,1.31187734962936,IL,ILLINOIS,12582032,2022
36,2,0.77105944489338,NY,NEW YORK,19677151,2022
13,2,1.6795031747261,GA,GEORGIA,10912876,2022
55,2,0.489333462058566,WI,WISCONSIN,5892539,2022
29,2,0.689865054018824,MO,MISSOURI,6177957,2022
27,2,0.674347146335971,MN,MINNESOTA,5717184,2022
48,2,0.29730067842542,TX,TEXAS,30029572,2022
47,1,0.950913631777523,TN,TENNESSEE,7051339,2022
18,2,0.996894298773327,IN,INDIANA,6833037,2022
13,2,0.468786157438095,GA,GEORGIA,10912876,2022
47,1,0.98273141147721,TN,TENNESSEE,7051339,2022
47,2,0.18264483943345,TN,TENNESSEE,7051339,2022
51,2,0.214765757064975,VA,VIRGINIA,8683619,2022
47,2,1.26667072180372,TN,TENNESSEE,7051339,2022
45,1,0.0728906080685521,SC,SOUTH CAROLINA,5282634,2022
36,1,0.12611274438678,NY,NEW YORK,19677151,2022
38,2,0.195422751806508,ND,NORTH DAKOTA,779261,2022
22,1,0.463968486753946,LA,LOUISIANA,4590241,2022
39,2,1.31336372783369,OH,OHIO,11756058,2022
51,2,0.701234893352704,VA,VIRGINIA,8683619,2022
12,2,0.694105315406202,FL,FLORIDA,22244823,2022
24,2,1.66485191479267,MD,MARYLAND,6164660,2022
37,1,0.25954331697661,NC,NORTH CAROLINA,10698973,2022
39,1,0.317608074468961,OH,OHIO,11756058,2022
51,2,0.993894119930264,VA,VIRGINIA,8683619,2022
13,2,1.03665536489046,GA,GEORGIA,10912876,2022
54,1,8.52248623978926,WV,WEST VIRGINIA,1775156,2022
41,2,1.56341232247923,OR,OREGON,4240137,2022
55,2,0.562275568802395,WI,WISCONSIN,5892539,2022
48,2,3.01582053282331,TX,TEXAS,30029572,2022
27,2,0.552792080527973,MN,MINNESOTA,5717184,2022
21,2,0.38692484491685,KY,KENTUCKY,4512310,2022
22,2,0.856526249135265,LA,LOUISIANA,4590241,2022
12,2,0.200015419903407,FL,FLORIDA,22244823,2022
21,2,0.42590335477016,KY,KENTUCKY,4512310,2022
51,2,1.50287394719795,VA,VIRGINIA,8683619,2022
48,2,0.377209645701007,TX,TEXAS,30029572,2022
42,2,0.770334800842349,PA,PENNSYLVANIA,12972008,2022
25,1,1.90733601949257,MA,MASSACHUSETTS,6981974,2022
55,2,0.526015704028793,WI,WISCONSIN,5892539,2022
29,2,0.696654018314099,MO,MISSOURI,6177957,2022
17,2,0.893087259000947,IL,ILLINOIS,12582032,2022
36,2,0.629316307201359,NY,NEW YORK,19677151,2022
20,2,0.349749934002537,KS,KANSAS,2937150,2022
21,1,1.40209187322711,KY,KENTUCKY,4512310,2022
13,1,1.22725946345513,GA,GEORGIA,10912876,2022
04,1,1.24113882660986,AZ,ARIZONA,7359197,2022
42,1,1.43198442115676,PA,PENNSYLVANIA,12972008,2022
16,2,1.52886035185529,ID,IDAHO,1939033,2022
31,2,0.434787625905683,NE,NEBRASKA,1967923,2022
12,2,0.197643452283112,FL,FLORIDA,22244823,2022
51,2,0.203800544292762,VA,VIRGINIA,8683619,2022
22,1,0.777146945138126,LA,LOUISIANA,4590241,2022
09,2,1.30508076581503,CT,CONNECTICUT,3626205,2022
36,2,2.14071901482221,NY,NEW YORK,19677151,2022
47,2,0.328068493998037,TN,TENNESSEE,7051339,2022
39,2,0.21836596376614,OH,OHIO,11756058,2022
46,2,0.43570933120245,SD,SOUTH DAKOTA,909824,2022
39,2,1.52410460232388,OH,OHIO,11756058,2022
24,2,0.567907890747716,MD,MARYLAND,6164660,2022
19,2,1.30219823342345,IA,IOWA,3200517,2022
42,2,1.02923906706324,PA,PENNSYLVANIA,12972008,2022
36,2,0.901014094839488,NY,NEW YORK,19677151,2022
12,1,0.263046713399045,FL,FLORIDA,22244823,2022
53,2,1.02181478619345,WA,WASHINGTON,7785786,2022
13,2,0.81440336813379,GA,GEORGIA,10912876,2022
26,2,0.787384763817672,MI,MICHIGAN,10034113,2022
36,2,0.535666491591916,NY,NEW YORK,19677151,2022
36,2,0.629316307201359,NY,NEW YORK,19677151,2022
06,2,6.16315990787794,CA,CALIFORNIA,39029342,2022
29,2,0.339527932312659,MO,MISSOURI,6177957,2022
55,2,0.933993560054536,WI,WISCONSIN,5892539,2022
18,2,0.996894298773327,IN,INDIANA,6833037,2022
06,2,1.37988004080332,CA,CALIFORNIA,39029342,2022
09,2,1.57516793838217,CT,CONNECTICUT,3626205,2022
06,2,0.810658811429931,CA,CALIFORNIA,39029342,2022
36,2,1.27037045425758,NY,NEW YORK,19677151,2022
17,1,1.74189414952577,IL,ILLINOIS,12582032,2022
48,2,0.590480768287943,TX,TEXAS,30029572,2022
36,2,0.847748507166075,NY,NEW YORK,19677151,2022
54,1,0.479884438382425,WV,WEST VIRGINIA,1775156,2022
30,2,0.463337339994939,MT,MONTANA,1122867,2022
39,2,0.502680216605037,OH,OHIO,11756058,2022
09,2,2.87965547465155,CT,CONNECTICUT,3626205,2022
13,2,1.37875910497346,GA,GEORGIA,10912876,2022
13,2,0.502213456420005,GA,GEORGIA,10912876,2022
21,2,0.478099963770717,KY,KENTUCKY,4512310,2022
17,1,0.785374515183394,IL,ILLINOIS,12582032,2022
40,1,0.331588654501039,OK,OKLAHOMA,4019800,2022
51,2,0.993894119930264,VA,VIRGINIA,8683619,2022
48,2,1.23408057299681,TX,TEXAS,30029572,2022
47,1,4.68422006172232,TN,TENNESSEE,7051339,2022
27,2,1.05479151800438,MN,MINNESOTA,5717184,2022
53,2,0.938161496396468,WA,WASHINGTON,7785786,2022
48,2,0.188676340007919,TX,TEXAS,30029572,2022
47,1,0.950913631777523,TN,TENNESSEE,7051339,2022
41,2,0.493444264329422,OR,OREGON,4240137,2022
48,2,0.81254434033552,TX,TEXAS,30029572,2022
48,2,0.889561299198305,TX,TEXAS,30029572,2022
13,2,0.528168709458419,GA,GEORGIA,10912876,2022
51,1,1.45316628317194,VA,VIRGINIA,8683619,2022
16,2,1.19515674886621,ID,IDAHO,1939033,2022
27,2,0.642556495881638,MN,MINNESOTA,5717184,2022
29,2,0.955814849038161,MO,MISSOURI,6177957,2022
06,2,1.9511191886325,CA,CALIFORNIA,39029342,2022
40,2,3.95135518085634,OK,OKLAHOMA,4019800,2022
53,2,1.39495939630019,WA,WASHINGTON,7785786,2022
48,1,1.05252275390778,TX,TEXAS,30029572,2022
36,2,0.85579192558188,NY,NEW YORK,19677151,2022
36,2,0.544610342935666,NY,NEW YORK,19677151,2022
33,2,0.138636636723403,NH,NEW HAMPSHIRE,1395231,2022
31,2,0.12826440671118,NE,NEBRASKA,1967923,2022
04,2,0.189438614603664,AZ,ARIZONA,7359197,2022
13,1,0.311801870129256,GA,GEORGIA,10912876,2022
06,2,0.810658811429931,CA,CALIFORNIA,39029342,2022
18,2,0.55088156132653,IN,INDIANA,6833037,2022
17,2,1.45217769648035,IL,ILLINOIS,12582032,2022
13,1,1.22500567226559,GA,GEORGIA,10912876,2022
01,2,1.4229698436213,AL,ALABAMA,5074296,2022
13,2,1.64439023916912,GA,GEORGIA,10912876,2022
49,2,0.21943365002102,UT,UTAH,3380800,2022
51,1,2.10176434143271,VA,VIRGINIA,8683619,2022
18,2,2.9142183335897,IN,INDIANA,6833037,2022
08,2,1.41147693737297,CO,COLORADO,5839926,2022
