"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","85,694","14,710","36,104","30,650","4,230","566,560","21,077","35,144","163,529","141,581","51,156","97,396","56,677","(X)","(X)","116,053","106,579","28,403","109,816","98,352","31,372","208,225","184,075","55,694","132,466","121,333","38,604","","517,629","473,102","144,093","481,493","450,161","140,214","4,494","4,327","1,640","6,355","4,765","485","8,073","6,936","4,111","N","N","N","18,074","10,562","1,060","11,499","10,224","2,586","58,626","36,631","5,450","","(X)","(X)","(X)","(X)","","41,955","31,733","36,052","41,502","56,483","77,470"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","17.2%","42.1%","35.8%","4.9%","(X)","3.7%","6.2%","28.9%","25.0%","9.0%","17.2%","10.0%","90.1%","27.2%","(X)","91.8%","24.5%","(X)","89.6%","28.6%","(X)","88.4%","26.7%","(X)","91.6%","29.1%","","(X)","91.4%","27.8%","(X)","93.5%","29.1%","(X)","96.3%","36.5%","(X)","75.0%","7.6%","(X)","85.9%","50.9%","(X)","N","N","(X)","58.4%","5.9%","(X)","88.9%","22.5%","(X)","62.5%","9.3%","","14.4%","9.2%","8.1%","4.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","79,397","10,547","23,394","37,956","7,500","577,187","19,615","28,032","154,689","150,495","62,167","116,066","46,123","(X)","(X)","112,027","103,891","35,027","109,897","101,315","37,194","208,288","189,052","57,133","146,975","135,282","32,835","","528,430","491,219","153,194","495,933","468,785","149,177","1,985","1,668","133","7,169","6,227","1,156","10,451","9,447","3,167","N","N","N","16,357","9,052","826","11,770","10,921","3,460","52,473","34,275","5,339","","(X)","(X)","(X)","(X)","","27,947","17,625","22,644","26,231","37,586","51,527"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.3%","29.5%","47.8%","9.4%","(X)","3.4%","4.9%","26.8%","26.1%","10.8%","20.1%","8.0%","91.7%","28.1%","(X)","92.7%","31.3%","(X)","92.2%","33.8%","(X)","90.8%","27.4%","(X)","92.0%","22.3%","","(X)","93.0%","29.0%","(X)","94.5%","30.1%","(X)","84.0%","6.7%","(X)","86.9%","16.1%","(X)","90.4%","30.3%","(X)","N","N","(X)","55.3%","5.0%","(X)","92.8%","29.4%","(X)","65.3%","10.2%","","23.3%","15.1%","9.3%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,178,902","136,767","355,452","511,942","174,741","8,706,376","403,880","510,902","2,269,285","1,764,774","704,851","1,833,666","1,219,018","7,791,594","3,052,684","1,765,517","1,646,296","748,523","1,644,390","1,475,718","662,207","3,305,921","2,964,012","1,106,324","1,990,548","1,705,568","535,630","","6,447,928","5,910,003","2,366,081","5,677,276","5,355,889","2,235,134","1,165,832","1,009,109","252,421","24,002","18,816","4,681","507,397","459,176","332,150","3,761","3,373","1,962","420,839","268,527","43,418","136,617","122,590","51,971","1,242,292","864,191","185,498","","(X)","(X)","(X)","(X)","","42,583","26,046","31,625","37,827","57,357","75,802"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.6%","30.2%","43.4%","14.8%","(X)","4.6%","5.9%","26.1%","20.3%","8.1%","21.1%","14.0%","89.5%","35.1%","(X)","93.2%","42.4%","(X)","89.7%","40.3%","(X)","89.7%","33.5%","(X)","85.7%","26.9%","","(X)","91.7%","36.7%","(X)","94.3%","39.4%","(X)","86.6%","21.7%","(X)","78.4%","19.5%","(X)","90.5%","65.5%","(X)","89.7%","52.2%","(X)","63.8%","10.3%","(X)","89.7%","38.0%","(X)","69.6%","14.9%","","22.3%","12.7%","9.7%","4.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","601,191","79,296","191,846","250,848","79,201","4,200,750","196,940","275,373","1,144,832","840,871","305,916","874,048","562,770","(X)","(X)","892,379","820,456","347,131","820,568","725,075","294,269","1,618,067","1,432,345","524,157","869,736","750,561","271,261","","3,139,223","2,857,689","1,131,529","2,745,183","2,580,604","1,071,214","523,594","443,293","98,189","12,419","9,623","1,683","238,469","221,036","161,999","1,747","1,651","878","218,989","136,556","17,822","66,309","58,589","24,718","638,927","435,120","83,425","","(X)","(X)","(X)","(X)","","51,113","30,902","38,753","47,692","70,862","95,265"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.2%","31.9%","41.7%","13.2%","(X)","4.7%","6.6%","27.3%","20.0%","7.3%","20.8%","13.4%","88.8%","34.2%","(X)","91.9%","38.9%","(X)","88.4%","35.9%","(X)","88.5%","32.4%","(X)","86.3%","31.2%","","(X)","91.0%","36.0%","(X)","94.0%","39.0%","(X)","84.7%","18.8%","(X)","77.5%","13.6%","(X)","92.7%","67.9%","(X)","94.5%","50.3%","(X)","62.4%","8.1%","(X)","88.4%","37.3%","(X)","68.1%","13.1%","","19.2%","10.7%","7.1%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","577,711","57,471","163,606","261,094","95,540","4,505,626","206,940","235,529","1,124,453","923,903","398,935","959,618","656,248","(X)","(X)","873,138","825,840","401,392","823,822","750,643","367,938","1,687,854","1,531,667","582,167","1,120,812","955,007","264,369","","3,308,705","3,052,314","1,234,552","2,932,093","2,775,285","1,163,920","642,238","565,816","154,232","11,583","9,193","2,998","268,928","238,140","170,151","2,014","1,722","1,084","201,850","131,971","25,596","70,308","64,001","27,253","603,365","429,071","102,073","","(X)","(X)","(X)","(X)","","35,785","20,363","25,023","30,839","48,688","64,137"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.9%","28.3%","45.2%","16.5%","(X)","4.6%","5.2%","25.0%","20.5%","8.9%","21.3%","14.6%","90.2%","35.9%","(X)","94.6%","46.0%","(X)","91.1%","44.7%","(X)","90.7%","34.5%","(X)","85.2%","23.6%","","(X)","92.3%","37.3%","(X)","94.7%","39.7%","(X)","88.1%","24.0%","(X)","79.4%","25.9%","(X)","88.6%","63.3%","(X)","85.5%","53.8%","(X)","65.4%","12.7%","(X)","91.0%","38.8%","(X)","71.1%","16.9%","","25.5%","14.7%","11.9%","4.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","656,928","101,702","212,740","274,898","67,588","4,467,893","164,472","327,362","1,480,040","887,129","397,824","771,811","439,255","3,976,059","1,211,066","874,246","788,636","272,097","826,473","735,410","263,694","1,716,028","1,544,472","446,167","1,051,146","907,541","229,108","","3,821,716","3,443,870","1,054,070","3,680,035","3,342,848","1,028,613","389,196","333,286","71,492","9,935","8,857","2,416","95,134","79,139","56,838","2,377","1,662","464","87,021","55,596","8,250","62,514","53,649","17,536","240,030","165,083","35,220","","(X)","(X)","(X)","(X)","","38,825","25,560","32,171","36,435","49,851","62,726"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.5%","32.4%","41.8%","10.3%","(X)","3.7%","7.3%","33.1%","19.9%","8.9%","17.3%","9.8%","89.0%","27.1%","(X)","90.2%","31.1%","(X)","89.0%","31.9%","(X)","90.0%","26.0%","(X)","86.3%","21.8%","","(X)","90.1%","27.6%","(X)","90.8%","28.0%","(X)","85.6%","18.4%","(X)","89.1%","24.3%","(X)","83.2%","59.7%","(X)","69.9%","19.5%","(X)","63.9%","9.5%","(X)","85.8%","28.1%","(X)","68.8%","14.7%","","23.9%","11.6%","9.2%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","338,386","58,687","116,898","132,982","29,819","2,155,530","85,167","169,178","749,035","413,342","169,536","366,598","202,674","(X)","(X)","439,974","390,842","122,064","411,285","360,959","115,386","841,734","749,404","210,054","462,537","399,980","121,768","","1,852,157","1,654,162","498,941","1,777,765","1,603,546","486,497","179,286","151,723","28,952","4,912","4,384","1,005","43,910","37,900","28,701","1,503","1,045","376","45,144","27,582","3,068","28,618","24,389","8,229","125,006","82,165","15,501","","(X)","(X)","(X)","(X)","","46,545","30,960","40,583","46,125","62,140","76,013"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","17.3%","34.5%","39.3%","8.8%","(X)","4.0%","7.8%","34.7%","19.2%","7.9%","17.0%","9.4%","88.2%","26.4%","(X)","88.8%","27.7%","(X)","87.8%","28.1%","(X)","89.0%","25.0%","(X)","86.5%","26.3%","","(X)","89.3%","26.9%","(X)","90.2%","27.4%","(X)","84.6%","16.1%","(X)","89.3%","20.5%","(X)","86.3%","65.4%","(X)","69.5%","25.0%","(X)","61.1%","6.8%","(X)","85.2%","28.8%","(X)","65.7%","12.4%","","21.1%","9.5%","6.8%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","318,542","43,015","95,842","141,916","37,769","2,312,363","79,305","158,184","731,005","473,787","228,288","405,213","236,581","(X)","(X)","434,272","397,794","150,033","415,188","374,451","148,308","874,294","795,068","236,113","588,609","507,561","107,340","","1,969,559","1,789,708","555,129","1,902,270","1,739,302","542,116","209,910","181,563","42,540","5,023","4,473","1,411","51,224","41,239","28,137","874","617","88","41,877","28,014","5,182","33,896","29,260","9,307","115,024","82,918","19,719","","(X)","(X)","(X)","(X)","","31,417","19,025","24,692","30,036","41,206","55,069"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.5%","30.1%","44.6%","11.9%","(X)","3.4%","6.8%","31.6%","20.5%","9.9%","17.5%","10.2%","89.7%","27.8%","(X)","91.6%","34.5%","(X)","90.2%","35.7%","(X)","90.9%","27.0%","(X)","86.2%","18.2%","","(X)","90.9%","28.2%","(X)","91.4%","28.5%","(X)","86.5%","20.3%","(X)","89.1%","28.1%","(X)","80.5%","54.9%","(X)","70.6%","10.1%","(X)","66.9%","12.4%","(X)","86.3%","27.5%","(X)","72.1%","17.1%","","26.7%","13.8%","11.2%","4.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","317,964","35,433","87,669","155,638","39,224","2,104,792","64,952","97,697","649,269","434,337","247,997","413,442","197,098","1,942,143","610,540","394,507","370,970","134,909","383,617","352,873","140,025","788,850","731,699","213,681","537,818","486,601","121,925","","1,948,160","1,815,856","567,298","1,875,578","1,768,548","556,530","60,284","51,774","10,352","7,233","6,114","1,176","49,965","38,122","22,225","N","N","N","16,976","10,306","2,461","19,935","17,888","6,306","91,011","58,471","13,283","","(X)","(X)","(X)","(X)","","40,709","29,980","32,367","36,699","51,620","67,140"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.1%","27.6%","48.9%","12.3%","(X)","3.1%","4.6%","30.8%","20.6%","11.8%","19.6%","9.4%","92.3%","29.0%","(X)","94.0%","34.2%","(X)","92.0%","36.5%","(X)","92.8%","27.1%","(X)","90.5%","22.7%","","(X)","93.2%","29.1%","(X)","94.3%","29.7%","(X)","85.9%","17.2%","(X)","84.5%","16.3%","(X)","76.3%","44.5%","(X)","N","N","(X)","60.7%","14.5%","(X)","89.7%","31.6%","(X)","64.2%","14.6%","","21.2%","11.0%","7.9%","3.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","162,113","20,623","47,983","75,475","18,032","1,026,001","32,569","52,289","334,869","207,623","115,278","189,741","93,632","(X)","(X)","200,981","187,296","60,383","193,316","177,469","60,901","392,189","360,210","99,560","239,515","216,168","62,529","","949,432","879,059","261,910","913,599","855,913","256,817","31,054","26,941","4,887","2,962","2,379","374","22,716","18,010","11,353","N","N","N","9,161","5,310","1,192","9,111","8,015","2,969","45,828","28,767","6,406","","(X)","(X)","(X)","(X)","","48,384","33,443","40,815","46,129","62,472","78,500"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.7%","29.6%","46.6%","11.1%","(X)","3.2%","5.1%","32.6%","20.2%","11.2%","18.5%","9.1%","91.7%","27.6%","(X)","93.2%","30.0%","(X)","91.8%","31.5%","(X)","91.8%","25.4%","(X)","90.3%","26.1%","","(X)","92.6%","27.6%","(X)","93.7%","28.1%","(X)","86.8%","15.7%","(X)","80.3%","12.6%","(X)","79.3%","50.0%","(X)","N","N","(X)","58.0%","13.0%","(X)","88.0%","32.6%","(X)","62.8%","14.0%","","16.8%","9.5%","6.0%","3.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","155,851","14,810","39,686","80,163","21,192","1,078,791","32,383","45,408","314,400","226,714","132,719","223,701","103,466","(X)","(X)","193,526","183,674","74,526","190,301","175,404","79,124","396,661","371,489","114,121","298,303","270,433","59,396","","998,728","936,797","305,388","961,979","912,635","299,713","29,230","24,833","5,465","4,271","3,735","802","27,249","20,112","10,872","N","N","N","7,815","4,996","1,269","10,824","9,873","3,337","45,183","29,704","6,877","","(X)","(X)","(X)","(X)","","32,639","21,531","24,291","30,082","44,010","61,221"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.5%","25.5%","51.4%","13.6%","(X)","3.0%","4.2%","29.1%","21.0%","12.3%","20.7%","9.6%","92.8%","30.3%","(X)","94.9%","38.5%","(X)","92.2%","41.6%","(X)","93.7%","28.8%","(X)","90.7%","19.9%","","(X)","93.8%","30.6%","(X)","94.9%","31.2%","(X)","85.0%","18.7%","(X)","87.5%","18.8%","(X)","73.8%","39.9%","(X)","N","N","(X)","63.9%","16.2%","(X)","91.2%","30.8%","(X)","65.7%","15.2%","","26.0%","12.6%","9.6%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","294,933","31,457","88,959","141,742","32,775","1,911,426","70,905","101,128","485,753","436,532","170,965","402,368","243,775","1,739,393","646,143","376,422","349,114","141,959","359,447","319,953","133,908","713,366","651,764","236,547","462,191","418,562","133,729","","1,656,933","1,531,105","577,723","1,531,840","1,449,412","560,257","102,734","89,940","19,349","16,099","13,095","2,826","55,638","47,562","30,334","N","N","N","39,936","21,712","4,428","38,353","34,938","11,317","175,046","111,378","23,442","","(X)","(X)","(X)","(X)","","39,658","26,462","30,792","35,549","49,852","61,361"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.7%","30.2%","48.1%","11.1%","(X)","3.7%","5.3%","25.4%","22.8%","8.9%","21.1%","12.8%","91.0%","33.8%","(X)","92.7%","37.7%","(X)","89.0%","37.3%","(X)","91.4%","33.2%","(X)","90.6%","28.9%","","(X)","92.4%","34.9%","(X)","94.6%","36.6%","(X)","87.5%","18.8%","(X)","81.3%","17.6%","(X)","85.5%","54.5%","(X)","N","N","(X)","54.4%","11.1%","(X)","91.1%","29.5%","(X)","63.6%","13.4%","","22.6%","12.4%","8.6%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","154,845","18,686","50,071","71,817","14,271","935,944","37,034","55,465","248,521","214,426","75,771","189,625","115,102","(X)","(X)","192,203","177,383","65,447","183,376","160,653","61,006","353,245","318,026","110,012","207,120","187,383","68,262","","807,202","739,164","271,446","742,691","698,225","262,818","52,791","45,979","9,266","8,404","6,701","1,226","25,300","21,918","15,368","N","N","N","21,325","11,189","1,948","19,979","18,016","5,473","89,989","55,571","11,334","","(X)","(X)","(X)","(X)","","46,726","30,896","36,356","44,121","61,752","77,273"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.1%","32.3%","46.4%","9.2%","(X)","4.0%","5.9%","26.6%","22.9%","8.1%","20.3%","12.3%","90.1%","32.6%","(X)","92.3%","34.1%","(X)","87.6%","33.3%","(X)","90.0%","31.1%","(X)","90.5%","33.0%","","(X)","91.6%","33.6%","(X)","94.0%","35.4%","(X)","87.1%","17.6%","(X)","79.7%","14.6%","(X)","86.6%","60.7%","(X)","N","N","(X)","52.5%","9.1%","(X)","90.2%","27.4%","(X)","61.8%","12.6%","","19.3%","10.3%","6.6%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","140,088","12,771","38,888","69,925","18,504","975,482","33,871","45,663","237,232","222,106","95,194","212,743","128,673","(X)","(X)","184,219","171,731","76,512","176,071","159,300","72,902","360,121","333,738","126,535","255,071","231,179","65,467","","849,731","791,941","306,277","789,149","751,187","297,439","49,943","43,961","10,083","7,695","6,394","1,600","30,338","25,644","14,966","N","N","N","18,611","10,523","2,480","18,374","16,922","5,844","85,057","55,807","12,108","","(X)","(X)","(X)","(X)","","31,925","18,975","22,553","28,635","41,299","52,291"
