"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Estimate","","3,017,804","1,474,705","1,543,099","95.6","183,327","192,289","202,376","205,446","197,910","386,602","377,184","362,384","192,477","193,572","303,422","162,243","58,572","38.8","699,012","2,401,299","2,318,792","2,192,034","636,003","524,237","2,318,792","1,119,340","1,199,452","93.3","524,237","232,005","292,232","79.4","","3,017,804","2,934,201","83,603","2,934,201","2,315,020","467,468","17,216","N","N","N","N","46,078","11,454","7,021","6,134","1,249","3,209","4,588","12,423","12,829","N","N","N","N","75,590","83,603","26,888","31,720","9,614","2,596","","3,017,804","2,391,900","502,913","54,059","59,114","14,051","82,974","","3,017,804","231,951","168,521","7,797","1,339","54,294","2,785,853","2,171,931","464,996","16,216","45,839","12,673","3,094","71,104","1,212","69,892","1,389,159","","2,235,415","1,075,762","1,159,653"
"    Percent","","3,017,804","48.9%","51.1%","(X)","6.1%","6.4%","6.7%","6.8%","6.6%","12.8%","12.5%","12.0%","6.4%","6.4%","10.1%","5.4%","1.9%","(X)","23.2%","79.6%","76.8%","72.6%","21.1%","17.4%","2,318,792","48.3%","51.7%","(X)","524,237","44.3%","55.7%","(X)","","3,017,804","97.2%","2.8%","97.2%","76.7%","15.5%","0.6%","N","N","N","N","1.5%","0.4%","0.2%","0.2%","0.0%","0.1%","0.2%","0.4%","0.4%","N","N","N","N","2.5%","2.8%","0.9%","1.1%","0.3%","0.1%","","3,017,804","79.3%","16.7%","1.8%","2.0%","0.5%","2.7%","","3,017,804","7.7%","5.6%","0.3%","0.0%","1.8%","92.3%","72.0%","15.4%","0.5%","1.5%","0.4%","0.1%","2.4%","0.0%","2.3%","(X)","","2,235,415","48.1%","51.9%"
"California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","39,512,223","19,640,794","19,871,429","98.8","2,377,839","2,380,762","2,629,510","2,547,449","2,638,791","6,036,052","5,298,911","4,974,817","2,461,936","2,331,158","3,391,856","1,725,842","717,300","37.0","8,891,064","31,617,786","30,621,159","29,044,071","7,171,107","5,834,998","30,621,159","15,100,913","15,520,246","97.3","5,834,998","2,599,843","3,235,155","80.4","","39,512,223","37,534,078","1,978,145","37,534,078","23,484,958","2,282,144","321,112","17,762","2,599","10,301","2,897","5,865,435","816,536","1,628,249","1,328,347","252,193","467,209","679,781","693,120","155,871","25,912","24,757","36,443","68,759","5,424,558","1,978,145","283,466","289,679","611,518","33,957","","39,512,223","25,133,071","2,782,446","772,394","6,762,404","334,351","5,895,002","","39,512,223","15,574,882","12,875,655","226,314","92,451","2,380,462","23,937,341","14,356,081","2,171,989","149,063","5,786,711","141,846","107,538","1,224,113","52,948","1,171,165","14,367,012","","26,032,160","12,786,049","13,246,111"
"    Percent","","39,512,223","49.7%","50.3%","(X)","6.0%","6.0%","6.7%","6.4%","6.7%","15.3%","13.4%","12.6%","6.2%","5.9%","8.6%","4.4%","1.8%","(X)","22.5%","80.0%","77.5%","73.5%","18.1%","14.8%","30,621,159","49.3%","50.7%","(X)","5,834,998","44.6%","55.4%","(X)","","39,512,223","95.0%","5.0%","95.0%","59.4%","5.8%","0.8%","0.0%","0.0%","0.0%","0.0%","14.8%","2.1%","4.1%","3.4%","0.6%","1.2%","1.7%","1.8%","0.4%","0.1%","0.1%","0.1%","0.2%","13.7%","5.0%","0.7%","0.7%","1.5%","0.1%","","39,512,223","63.6%","7.0%","2.0%","17.1%","0.8%","14.9%","","39,512,223","39.4%","32.6%","0.6%","0.2%","6.0%","60.6%","36.3%","5.5%","0.4%","14.6%","0.4%","0.3%","3.1%","0.1%","3.0%","(X)","","26,032,160","49.1%","50.9%"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,758,736","2,904,955","2,853,781","101.8","327,302","344,202","366,422","365,529","380,338","907,627","805,306","704,792","357,955","353,885","524,969","231,835","88,574","37.1","1,256,320","4,645,780","4,502,416","4,279,893","1,053,116","845,378","4,502,416","2,259,424","2,242,992","100.7","845,378","386,512","458,866","84.2","","5,758,736","5,525,793","232,943","5,525,793","4,822,379","240,538","57,578","3,502","656","10,709","2,476","188,461","27,463","38,916","23,481","11,263","24,033","23,860","39,445","7,756","3,200","910","2,107","1,539","209,081","232,943","46,426","56,170","55,654","4,442","","5,758,736","5,029,314","313,737","135,472","263,806","23,731","248,621","","5,758,736","1,256,903","920,228","42,525","12,823","281,327","4,501,833","3,888,129","227,812","31,851","183,793","6,727","8,905","154,616","6,172","148,444","2,464,109","","4,244,210","2,128,648","2,115,562"
"    Percent","","5,758,736","50.4%","49.6%","(X)","5.7%","6.0%","6.4%","6.3%","6.6%","15.8%","14.0%","12.2%","6.2%","6.1%","9.1%","4.0%","1.5%","(X)","21.8%","80.7%","78.2%","74.3%","18.3%","14.7%","4,502,416","50.2%","49.8%","(X)","845,378","45.7%","54.3%","(X)","","5,758,736","96.0%","4.0%","96.0%","83.7%","4.2%","1.0%","0.1%","0.0%","0.2%","0.0%","3.3%","0.5%","0.7%","0.4%","0.2%","0.4%","0.4%","0.7%","0.1%","0.1%","0.0%","0.0%","0.0%","3.6%","4.0%","0.8%","1.0%","1.0%","0.1%","","5,758,736","87.3%","5.4%","2.4%","4.6%","0.4%","4.3%","","5,758,736","21.8%","16.0%","0.7%","0.2%","4.9%","78.2%","67.5%","4.0%","0.6%","3.2%","0.1%","0.2%","2.7%","0.1%","2.6%","(X)","","4,244,210","50.2%","49.8%"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,565,287","1,743,777","1,821,510","95.7","180,598","193,466","216,194","238,670","239,939","444,509","426,967","480,565","258,972","256,375","352,559","187,950","88,523","41.2","727,432","2,926,854","2,837,855","2,685,230","776,789","629,032","2,837,855","1,370,524","1,467,331","93.4","629,032","275,627","353,405","78.0","","3,565,287","3,434,219","131,068","3,434,219","2,660,228","396,745","9,052","N","N","N","N","166,393","60,888","42,446","15,296","3,166","12,134","7,408","25,055","1,155","N","N","N","N","200,646","131,068","50,094","11,397","22,678","5,444","","3,565,287","2,772,139","470,791","36,229","198,207","4,377","228,411","","3,565,287","600,954","62,231","302,027","15,280","221,416","2,964,333","2,339,665","360,830","5,738","165,523","1,155","11,912","79,510","5,810","73,700","1,524,959","","2,619,474","1,253,707","1,365,767"
"    Percent","","3,565,287","48.9%","51.1%","(X)","5.1%","5.4%","6.1%","6.7%","6.7%","12.5%","12.0%","13.5%","7.3%","7.2%","9.9%","5.3%","2.5%","(X)","20.4%","82.1%","79.6%","75.3%","21.8%","17.6%","2,837,855","48.3%","51.7%","(X)","629,032","43.8%","56.2%","(X)","","3,565,287","96.3%","3.7%","96.3%","74.6%","11.1%","0.3%","N","N","N","N","4.7%","1.7%","1.2%","0.4%","0.1%","0.3%","0.2%","0.7%","0.0%","N","N","N","N","5.6%","3.7%","1.4%","0.3%","0.6%","0.2%","","3,565,287","77.8%","13.2%","1.0%","5.6%","0.1%","6.4%","","3,565,287","16.9%","1.7%","8.5%","0.4%","6.2%","83.1%","65.6%","10.1%","0.2%","4.6%","0.0%","0.3%","2.2%","0.2%","2.1%","(X)","","2,619,474","47.9%","52.1%"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","973,764","470,288","503,476","93.4","54,261","54,150","59,911","60,766","57,365","128,412","113,704","118,670","66,092","70,795","112,847","57,991","18,800","41.4","203,946","792,119","769,818","729,636","233,237","189,638","769,818","366,941","402,877","91.1","189,638","85,168","104,470","81.5","","973,764","943,597","30,167","943,597","659,719","219,418","4,353","N","N","N","N","36,592","16,039","8,283","3,367","601","2,425","2,315","3,562","428","N","N","N","N","23,087","30,167","14,479","2,456","5,604","428","","973,764","686,096","237,780","9,307","45,365","1,252","26,576","","973,764","93,390","37,561","27,296","579","27,954","880,374","597,001","213,819","3,195","36,366","428","4,046","25,519","868","24,651","443,764","","725,178","344,221","380,957"
"    Percent","","973,764","48.3%","51.7%","(X)","5.6%","5.6%","6.2%","6.2%","5.9%","13.2%","11.7%","12.2%","6.8%","7.3%","11.6%","6.0%","1.9%","(X)","20.9%","81.3%","79.1%","74.9%","24.0%","19.5%","769,818","47.7%","52.3%","(X)","189,638","44.9%","55.1%","(X)","","973,764","96.9%","3.1%","96.9%","67.7%","22.5%","0.4%","N","N","N","N","3.8%","1.6%","0.9%","0.3%","0.1%","0.2%","0.2%","0.4%","0.0%","N","N","N","N","2.4%","3.1%","1.5%","0.3%","0.6%","0.0%","","973,764","70.5%","24.4%","1.0%","4.7%","0.1%","2.7%","","973,764","9.6%","3.9%","2.8%","0.1%","2.9%","90.4%","61.3%","22.0%","0.3%","3.7%","0.0%","0.4%","2.6%","0.1%","2.5%","(X)","","725,178","47.5%","52.5%"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","705,749","334,355","371,394","90.0","45,263","35,558","31,821","37,751","50,211","164,375","108,905","74,493","37,365","32,470","50,587","25,639","11,311","34.3","127,901","587,819","577,848","544,046","106,806","87,537","577,848","269,578","308,270","87.4","87,537","36,051","51,486","70.0","","705,749","682,428","23,321","682,428","300,058","320,704","1,886","N","N","N","N","28,722","9,305","7,397","2,436","499","3,877","2,609","2,599","190","N","N","N","N","30,868","23,321","7,476","692","7,053","2,396","","705,749","318,457","333,312","6,818","38,077","662","34,027","","705,749","79,477","9,223","8,558","1,772","59,924","626,272","263,153","311,575","1,668","28,346","90","2,427","19,013","659","18,354","322,814","","536,768","249,106","287,662"
"    Percent","","705,749","47.4%","52.6%","(X)","6.4%","5.0%","4.5%","5.3%","7.1%","23.3%","15.4%","10.6%","5.3%","4.6%","7.2%","3.6%","1.6%","(X)","18.1%","83.3%","81.9%","77.1%","15.1%","12.4%","577,848","46.7%","53.3%","(X)","87,537","41.2%","58.8%","(X)","","705,749","96.7%","3.3%","96.7%","42.5%","45.4%","0.3%","N","N","N","N","4.1%","1.3%","1.0%","0.3%","0.1%","0.5%","0.4%","0.4%","0.0%","N","N","N","N","4.4%","3.3%","1.1%","0.1%","1.0%","0.3%","","705,749","45.1%","47.2%","1.0%","5.4%","0.1%","4.8%","","705,749","11.3%","1.3%","1.2%","0.3%","8.5%","88.7%","37.3%","44.1%","0.2%","4.0%","0.0%","0.3%","2.7%","0.1%","2.6%","(X)","","536,768","46.4%","53.6%"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
