"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Estimate","","3,013,825","1,476,680","1,537,145","96.1","188,092","192,523","203,502","208,021","199,748","392,937","367,053","370,343","196,034","187,896","296,808","154,699","56,169","38.1","703,960","2,389,608","2,309,865","2,174,891","614,161","507,676","2,309,865","1,118,983","1,190,882","94.0","507,676","226,122","281,554","80.3","","3,013,825","2,925,624","88,201","2,925,624","2,306,096","456,714","20,951","N","N","N","N","47,548","9,581","5,053","4,696","1,728","3,178","8,184","15,128","9,398","N","N","N","N","84,917","88,201","25,489","37,619","8,674","1,944","","3,013,825","2,387,735","487,767","63,583","60,225","13,359","92,978","","3,013,825","230,300","160,697","9,016","2,763","57,824","2,783,525","2,174,167","454,521","17,615","46,681","9,278","4,612","76,651","844","75,807","1,380,521","","2,224,112","1,074,651","1,149,461"
"    Percent","","3,013,825","49.0%","51.0%","(X)","6.2%","6.4%","6.8%","6.9%","6.6%","13.0%","12.2%","12.3%","6.5%","6.2%","9.8%","5.1%","1.9%","(X)","23.4%","79.3%","76.6%","72.2%","20.4%","16.8%","2,309,865","48.4%","51.6%","(X)","507,676","44.5%","55.5%","(X)","","3,013,825","97.1%","2.9%","97.1%","76.5%","15.2%","0.7%","N","N","N","N","1.6%","0.3%","0.2%","0.2%","0.1%","0.1%","0.3%","0.5%","0.3%","N","N","N","N","2.8%","2.9%","0.8%","1.2%","0.3%","0.1%","","3,013,825","79.2%","16.2%","2.1%","2.0%","0.4%","3.1%","","3,013,825","7.6%","5.3%","0.3%","0.1%","1.9%","92.4%","72.1%","15.1%","0.6%","1.5%","0.3%","0.2%","2.5%","0.0%","2.5%","(X)","","2,224,112","48.3%","51.7%"
"California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","39,557,045","19,673,553","19,883,492","98.9","2,428,493","2,398,894","2,646,096","2,557,470","2,710,448","6,034,398","5,264,457","5,068,026","2,485,050","2,296,376","3,286,461","1,651,296","729,580","36.7","8,985,538","31,575,203","30,571,507","28,972,501","6,991,001","5,667,337","30,571,507","15,074,187","15,497,320","97.3","5,667,337","2,521,517","3,145,820","80.2","","39,557,045","37,552,583","2,004,462","37,552,583","23,535,388","2,283,850","302,792","15,871","1,795","10,793","3,181","5,821,585","815,948","1,617,484","1,299,922","279,888","470,112","674,243","663,988","155,739","22,294","31,994","40,179","61,272","5,453,229","2,004,462","280,039","293,911","603,039","32,874","","39,557,045","25,188,735","2,788,457","799,889","6,717,391","333,780","5,943,787","","39,557,045","15,540,142","12,808,944","226,738","103,868","2,400,592","24,016,903","14,495,479","2,179,078","139,116","5,741,886","143,302","100,696","1,217,346","48,539","1,168,807","14,277,867","","25,838,830","12,693,335","13,145,495"
"    Percent","","39,557,045","49.7%","50.3%","(X)","6.1%","6.1%","6.7%","6.5%","6.9%","15.3%","13.3%","12.8%","6.3%","5.8%","8.3%","4.2%","1.8%","(X)","22.7%","79.8%","77.3%","73.2%","17.7%","14.3%","30,571,507","49.3%","50.7%","(X)","5,667,337","44.5%","55.5%","(X)","","39,557,045","94.9%","5.1%","94.9%","59.5%","5.8%","0.8%","0.0%","0.0%","0.0%","0.0%","14.7%","2.1%","4.1%","3.3%","0.7%","1.2%","1.7%","1.7%","0.4%","0.1%","0.1%","0.1%","0.2%","13.8%","5.1%","0.7%","0.7%","1.5%","0.1%","","39,557,045","63.7%","7.0%","2.0%","17.0%","0.8%","15.0%","","39,557,045","39.3%","32.4%","0.6%","0.3%","6.1%","60.7%","36.6%","5.5%","0.4%","14.5%","0.4%","0.3%","3.1%","0.1%","3.0%","(X)","","25,838,830","49.1%","50.9%"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,695,564","2,864,761","2,830,803","101.2","335,642","352,145","364,535","368,833","374,122","889,656","781,388","710,218","362,167","349,003","502,418","218,031","87,406","36.9","1,266,738","4,570,149","4,428,826","4,202,110","1,008,267","807,855","4,428,826","2,215,430","2,213,396","100.1","807,855","369,328","438,527","84.2","","5,695,564","5,468,094","227,470","5,468,094","4,790,677","237,578","55,146","4,602","590","7,270","4,219","180,277","35,512","33,422","19,141","9,912","22,998","25,088","34,204","7,585","1,994","3,276","205","2,110","196,831","227,470","51,313","51,921","54,185","2,651","","5,695,564","4,997,140","311,745","126,983","254,210","19,880","237,478","","5,695,564","1,235,127","911,881","38,288","12,183","272,775","4,460,437","3,859,171","223,299","31,977","177,495","6,616","10,755","151,124","5,359","145,765","2,424,128","","4,151,040","2,073,626","2,077,414"
"    Percent","","5,695,564","50.3%","49.7%","(X)","5.9%","6.2%","6.4%","6.5%","6.6%","15.6%","13.7%","12.5%","6.4%","6.1%","8.8%","3.8%","1.5%","(X)","22.2%","80.2%","77.8%","73.8%","17.7%","14.2%","4,428,826","50.0%","50.0%","(X)","807,855","45.7%","54.3%","(X)","","5,695,564","96.0%","4.0%","96.0%","84.1%","4.2%","1.0%","0.1%","0.0%","0.1%","0.1%","3.2%","0.6%","0.6%","0.3%","0.2%","0.4%","0.4%","0.6%","0.1%","0.0%","0.1%","0.0%","0.0%","3.5%","4.0%","0.9%","0.9%","1.0%","0.0%","","5,695,564","87.7%","5.5%","2.2%","4.5%","0.3%","4.2%","","5,695,564","21.7%","16.0%","0.7%","0.2%","4.8%","78.3%","67.8%","3.9%","0.6%","3.1%","0.1%","0.2%","2.7%","0.1%","2.6%","(X)","","4,151,040","50.0%","50.0%"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,572,665","1,740,533","1,832,132","95.0","181,224","191,879","224,026","242,294","239,846","447,891","424,573","494,642","260,520","252,623","343,060","182,391","87,696","41.1","735,066","2,933,506","2,837,599","2,680,218","760,090","613,147","2,837,599","1,367,138","1,470,461","93.0","613,147","267,872","345,275","77.6","","3,572,665","3,451,275","121,390","3,451,275","2,688,136","391,552","9,507","N","N","N","N","165,855","70,961","37,189","9,547","3,917","9,129","8,792","26,320","1,017","N","N","N","N","195,208","121,390","45,822","13,945","19,302","3,381","","3,572,665","2,787,851","461,513","35,881","195,312","6,283","220,518","","3,572,665","589,810","56,462","298,006","11,846","223,496","2,982,855","2,367,636","357,164","5,105","164,859","244","11,387","76,460","5,577","70,883","1,521,123","","2,614,365","1,252,484","1,361,881"
"    Percent","","3,572,665","48.7%","51.3%","(X)","5.1%","5.4%","6.3%","6.8%","6.7%","12.5%","11.9%","13.8%","7.3%","7.1%","9.6%","5.1%","2.5%","(X)","20.6%","82.1%","79.4%","75.0%","21.3%","17.2%","2,837,599","48.2%","51.8%","(X)","613,147","43.7%","56.3%","(X)","","3,572,665","96.6%","3.4%","96.6%","75.2%","11.0%","0.3%","N","N","N","N","4.6%","2.0%","1.0%","0.3%","0.1%","0.3%","0.2%","0.7%","0.0%","N","N","N","N","5.5%","3.4%","1.3%","0.4%","0.5%","0.1%","","3,572,665","78.0%","12.9%","1.0%","5.5%","0.2%","6.2%","","3,572,665","16.5%","1.6%","8.3%","0.3%","6.3%","83.5%","66.3%","10.0%","0.1%","4.6%","0.0%","0.3%","2.1%","0.2%","2.0%","(X)","","2,614,365","47.9%","52.1%"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","967,171","467,924","499,247","93.7","54,335","51,828","62,410","59,345","59,553","127,399","112,393","122,887","68,726","67,539","107,895","54,257","18,604","41.1","203,150","788,299","764,021","725,369","221,758","180,756","764,021","365,181","398,840","91.6","180,756","80,979","99,777","81.2","","967,171","941,343","25,828","941,343","659,781","217,594","4,397","N","N","N","N","39,023","15,566","8,521","3,507","612","2,020","2,152","6,645","896","N","N","N","N","19,652","25,828","11,461","2,097","4,456","1,401","","967,171","681,901","234,961","10,015","45,175","1,338","22,505","","967,171","91,975","36,782","24,471","1,592","29,130","875,196","598,105","210,908","3,397","38,860","820","1,258","21,848","817","21,031","438,659","","720,867","343,826","377,041"
"    Percent","","967,171","48.4%","51.6%","(X)","5.6%","5.4%","6.5%","6.1%","6.2%","13.2%","11.6%","12.7%","7.1%","7.0%","11.2%","5.6%","1.9%","(X)","21.0%","81.5%","79.0%","75.0%","22.9%","18.7%","764,021","47.8%","52.2%","(X)","180,756","44.8%","55.2%","(X)","","967,171","97.3%","2.7%","97.3%","68.2%","22.5%","0.5%","N","N","N","N","4.0%","1.6%","0.9%","0.4%","0.1%","0.2%","0.2%","0.7%","0.1%","N","N","N","N","2.0%","2.7%","1.2%","0.2%","0.5%","0.1%","","967,171","70.5%","24.3%","1.0%","4.7%","0.1%","2.3%","","967,171","9.5%","3.8%","2.5%","0.2%","3.0%","90.5%","61.8%","21.8%","0.4%","4.0%","0.1%","0.1%","2.3%","0.1%","2.2%","(X)","","720,867","47.7%","52.3%"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","702,455","334,208","368,247","90.8","45,490","32,857","33,386","37,568","52,978","163,467","105,535","75,526","36,869","33,153","48,833","25,892","10,901","33.9","127,214","586,358","575,241","541,913","104,885","85,626","575,241","269,152","306,089","87.9","85,626","35,230","50,396","69.9","","702,455","677,288","25,167","677,288","296,747","319,777","1,932","N","N","N","N","27,538","6,317","8,516","3,006","1,670","3,273","1,628","3,128","397","N","N","N","N","30,897","25,167","6,672","1,054","7,586","1,967","","702,455","315,977","333,496","6,722","38,036","1,160","35,616","","702,455","79,249","12,161","6,146","4,776","56,166","623,206","259,371","311,654","1,281","26,959","336","3,502","20,103","1,424","18,679","319,579","","526,393","245,922","280,471"
"    Percent","","702,455","47.6%","52.4%","(X)","6.5%","4.7%","4.8%","5.3%","7.5%","23.3%","15.0%","10.8%","5.2%","4.7%","7.0%","3.7%","1.6%","(X)","18.1%","83.5%","81.9%","77.1%","14.9%","12.2%","575,241","46.8%","53.2%","(X)","85,626","41.1%","58.9%","(X)","","702,455","96.4%","3.6%","96.4%","42.2%","45.5%","0.3%","N","N","N","N","3.9%","0.9%","1.2%","0.4%","0.2%","0.5%","0.2%","0.4%","0.1%","N","N","N","N","4.4%","3.6%","0.9%","0.2%","1.1%","0.3%","","702,455","45.0%","47.5%","1.0%","5.4%","0.2%","5.1%","","702,455","11.3%","1.7%","0.9%","0.7%","8.0%","88.7%","36.9%","44.4%","0.2%","3.8%","0.0%","0.5%","2.9%","0.2%","2.7%","(X)","","526,393","46.7%","53.3%"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
